wavelength,Corolla_Lobe,Corolla_Tube,Leaves
607.83,20.329 ,15.477 ,5.344 
608.02,20.358 ,15.474 ,5.336 
608.21,20.386 ,15.471 ,5.327 
608.41,20.414 ,15.468 ,5.318 
608.6,20.442 ,15.465 ,5.309 
608.79,20.470 ,15.461 ,5.300 
608.98,20.497 ,15.457 ,5.291 
609.17,20.525 ,15.453 ,5.281 
609.37,20.552 ,15.449 ,5.272 
609.56,20.580 ,15.445 ,5.262 
609.75,20.607 ,15.440 ,5.252 
609.94,20.634 ,15.435 ,5.241 
610.13,20.661 ,15.430 ,5.231 
610.33,20.688 ,15.424 ,5.220 
610.52,20.715 ,15.418 ,5.209 
610.71,20.741 ,15.412 ,5.197 
610.9,20.768 ,15.406 ,5.185 
611.09,20.794 ,15.399 ,5.173 
611.29,20.820 ,15.391 ,5.160 
611.48,20.847 ,15.383 ,5.147 
611.67,20.873 ,15.375 ,5.134 
611.86,20.899 ,15.367 ,5.120 
612.05,20.925 ,15.358 ,5.106 
612.24,20.951 ,15.349 ,5.092 
612.44,20.977 ,15.339 ,5.078 
612.63,21.003 ,15.330 ,5.063 
612.82,21.028 ,15.320 ,5.048 
613.01,21.054 ,15.310 ,5.033 
613.2,21.080 ,15.300 ,5.018 
613.4,21.105 ,15.289 ,5.003 
613.59,21.130 ,15.279 ,4.988 
613.78,21.156 ,15.268 ,4.972 
613.97,21.181 ,15.257 ,4.957 
614.16,21.206 ,15.246 ,4.941 
614.35,21.231 ,15.236 ,4.926 
614.55,21.256 ,15.225 ,4.910 
614.74,21.281 ,15.214 ,4.895 
614.93,21.305 ,15.203 ,4.879 
615.12,21.330 ,15.192 ,4.864 
615.31,21.354 ,15.181 ,4.849 
615.5,21.378 ,15.170 ,4.834 
615.69,21.402 ,15.160 ,4.819 
615.89,21.426 ,15.149 ,4.804 
616.08,21.450 ,15.139 ,4.789 
616.27,21.474 ,15.129 ,4.775 
616.46,21.498 ,15.119 ,4.760 
616.65,21.521 ,15.109 ,4.746 
616.84,21.544 ,15.099 ,4.732 
617.04,21.567 ,15.089 ,4.718 
617.23,21.590 ,15.078 ,4.703 
617.42,21.613 ,15.067 ,4.688 
617.61,21.635 ,15.055 ,4.673 
617.8,21.657 ,15.043 ,4.657 
617.99,21.679 ,15.030 ,4.641 
618.18,21.701 ,15.017 ,4.625 
618.38,21.722 ,15.004 ,4.609 
618.57,21.744 ,14.991 ,4.592 
618.76,21.765 ,14.977 ,4.576 
618.95,21.786 ,14.963 ,4.559 
619.14,21.807 ,14.949 ,4.543 
619.33,21.828 ,14.936 ,4.526 
619.52,21.849 ,14.922 ,4.509 
619.71,21.870 ,14.908 ,4.493 
619.91,21.890 ,14.894 ,4.476 
620.1,21.911 ,14.880 ,4.459 
620.29,21.931 ,14.867 ,4.443 
620.48,21.952 ,14.854 ,4.427 
620.67,21.973 ,14.840 ,4.411 
620.86,21.993 ,14.828 ,4.395 
621.05,22.014 ,14.815 ,4.380 
621.24,22.034 ,14.803 ,4.365 
621.43,22.055 ,14.791 ,4.350 
621.63,22.075 ,14.780 ,4.335 
621.82,22.096 ,14.769 ,4.321 
622.01,22.117 ,14.759 ,4.308 
622.2,22.137 ,14.750 ,4.294 
622.39,22.158 ,14.741 ,4.282 
622.58,22.179 ,14.732 ,4.269 
622.77,22.200 ,14.724 ,4.257 
622.96,22.221 ,14.716 ,4.245 
623.15,22.243 ,14.709 ,4.233 
623.35,22.264 ,14.702 ,4.222 
623.54,22.285 ,14.695 ,4.210 
623.73,22.306 ,14.688 ,4.199 
623.92,22.328 ,14.682 ,4.188 
624.11,22.349 ,14.676 ,4.177 
624.3,22.370 ,14.670 ,4.166 
624.49,22.391 ,14.664 ,4.155 
624.68,22.413 ,14.658 ,4.145 
624.87,22.434 ,14.652 ,4.134 
625.06,22.455 ,14.647 ,4.124 
625.25,22.476 ,14.642 ,4.113 
625.45,22.497 ,14.636 ,4.103 
625.64,22.518 ,14.631 ,4.093 
625.83,22.538 ,14.626 ,4.083 
626.02,22.559 ,14.621 ,4.073 
626.21,22.579 ,14.615 ,4.063 
626.4,22.600 ,14.610 ,4.053 
626.59,22.620 ,14.605 ,4.043 
626.78,22.640 ,14.599 ,4.033 
626.97,22.660 ,14.594 ,4.023 
627.16,22.679 ,14.588 ,4.013 
627.35,22.699 ,14.583 ,4.003 
627.54,22.718 ,14.577 ,3.993 
627.73,22.737 ,14.571 ,3.983 
627.92,22.756 ,14.565 ,3.973 
628.12,22.774 ,14.558 ,3.963 
628.31,22.792 ,14.552 ,3.953 
628.5,22.811 ,14.546 ,3.943 
628.69,22.830 ,14.541 ,3.934 
628.88,22.850 ,14.538 ,3.925 
629.07,22.870 ,14.536 ,3.917 
629.26,22.891 ,14.534 ,3.909 
629.45,22.912 ,14.534 ,3.902 
629.64,22.933 ,14.535 ,3.895 
629.83,22.955 ,14.536 ,3.889 
630.02,22.977 ,14.537 ,3.882 
630.21,22.998 ,14.539 ,3.876 
630.4,23.020 ,14.542 ,3.870 
630.59,23.042 ,14.544 ,3.865 
630.78,23.064 ,14.547 ,3.859 
630.97,23.086 ,14.550 ,3.854 
631.16,23.108 ,14.553 ,3.848 
631.35,23.129 ,14.555 ,3.843 
631.54,23.150 ,14.557 ,3.837 
631.73,23.171 ,14.559 ,3.832 
631.93,23.191 ,14.560 ,3.826 
632.12,23.211 ,14.561 ,3.820 
632.31,23.230 ,14.560 ,3.813 
632.5,23.249 ,14.559 ,3.807 
632.69,23.266 ,14.557 ,3.800 
632.88,23.284 ,14.554 ,3.793 
633.07,23.300 ,14.550 ,3.785 
633.26,23.315 ,14.544 ,3.777 
633.45,23.330 ,14.537 ,3.768 
633.64,23.343 ,14.529 ,3.759 
633.83,23.356 ,14.518 ,3.749 
634.02,23.367 ,14.507 ,3.738 
634.21,23.378 ,14.495 ,3.728 
634.4,23.390 ,14.483 ,3.717 
634.59,23.401 ,14.471 ,3.706 
634.78,23.413 ,14.459 ,3.696 
634.97,23.424 ,14.447 ,3.685 
635.16,23.436 ,14.435 ,3.674 
635.35,23.447 ,14.423 ,3.664 
635.54,23.459 ,14.411 ,3.653 
635.73,23.470 ,14.398 ,3.642 
635.92,23.481 ,14.386 ,3.631 
636.11,23.492 ,14.373 ,3.620 
636.3,23.502 ,14.360 ,3.609 
636.49,23.513 ,14.346 ,3.597 
636.68,23.522 ,14.332 ,3.586 
636.87,23.532 ,14.318 ,3.575 
637.06,23.541 ,14.303 ,3.563 
637.25,23.549 ,14.288 ,3.551 
637.44,23.557 ,14.272 ,3.539 
637.63,23.565 ,14.255 ,3.527 
637.82,23.572 ,14.238 ,3.515 
638.01,23.578 ,14.220 ,3.503 
638.2,23.583 ,14.201 ,3.490 
638.39,23.588 ,14.182 ,3.478 
638.58,23.592 ,14.161 ,3.465 
638.77,23.595 ,14.140 ,3.452 
638.96,23.597 ,14.118 ,3.438 
639.15,23.599 ,14.095 ,3.425 
639.34,23.599 ,14.071 ,3.411 
639.53,23.599 ,14.046 ,3.397 
639.72,23.597 ,14.019 ,3.383 
639.91,23.595 ,13.992 ,3.368 
640.1,23.591 ,13.962 ,3.353 
640.29,23.586 ,13.931 ,3.337 
640.48,23.580 ,13.899 ,3.321 
640.67,23.572 ,13.864 ,3.305 
640.86,23.564 ,13.828 ,3.288 
641.05,23.555 ,13.791 ,3.270 
641.24,23.545 ,13.753 ,3.252 
641.42,23.534 ,13.713 ,3.234 
641.61,23.523 ,13.673 ,3.215 
641.8,23.511 ,13.631 ,3.197 
641.99,23.498 ,13.589 ,3.178 
642.18,23.484 ,13.546 ,3.159 
642.37,23.470 ,13.503 ,3.139 
642.56,23.456 ,13.459 ,3.120 
642.75,23.441 ,13.414 ,3.100 
642.94,23.425 ,13.370 ,3.081 
643.13,23.410 ,13.325 ,3.061 
643.32,23.394 ,13.280 ,3.042 
643.51,23.378 ,13.235 ,3.022 
643.7,23.362 ,13.190 ,3.003 
643.89,23.345 ,13.146 ,2.983 
644.08,23.329 ,13.102 ,2.964 
644.27,23.313 ,13.058 ,2.946 
644.46,23.297 ,13.015 ,2.927 
644.65,23.280 ,12.973 ,2.909 
644.84,23.265 ,12.931 ,2.890 
645.03,23.249 ,12.891 ,2.873 
645.21,23.234 ,12.851 ,2.855 
645.4,23.219 ,12.812 ,2.838 
645.59,23.203 ,12.773 ,2.822 
645.78,23.187 ,12.733 ,2.804 
645.97,23.170 ,12.692 ,2.787 
646.16,23.152 ,12.649 ,2.769 
646.35,23.132 ,12.605 ,2.751 
646.54,23.113 ,12.561 ,2.733 
646.73,23.092 ,12.515 ,2.714 
646.92,23.071 ,12.469 ,2.695 
647.11,23.049 ,12.422 ,2.677 
647.3,23.026 ,12.374 ,2.658 
647.49,23.003 ,12.326 ,2.639 
647.67,22.980 ,12.277 ,2.620 
647.86,22.956 ,12.229 ,2.600 
648.05,22.932 ,12.180 ,2.581 
648.24,22.908 ,12.131 ,2.562 
648.43,22.883 ,12.082 ,2.543 
648.62,22.859 ,12.033 ,2.524 
648.81,22.834 ,11.984 ,2.505 
649,22.809 ,11.935 ,2.487 
649.19,22.784 ,11.887 ,2.468 
649.38,22.760 ,11.840 ,2.450 
649.57,22.735 ,11.793 ,2.431 
649.75,22.711 ,11.747 ,2.413 
649.94,22.687 ,11.701 ,2.396 
650.13,22.663 ,11.656 ,2.378 
650.32,22.640 ,11.613 ,2.361 
650.51,22.617 ,11.570 ,2.344 
650.7,22.594 ,11.529 ,2.328 
650.89,22.572 ,11.489 ,2.312 
651.08,22.551 ,11.450 ,2.296 
651.27,22.530 ,11.413 ,2.281 
651.46,22.510 ,11.376 ,2.266 
651.64,22.489 ,11.340 ,2.251 
651.83,22.469 ,11.304 ,2.237 
652.02,22.450 ,11.269 ,2.223 
652.21,22.430 ,11.235 ,2.209 
652.4,22.410 ,11.201 ,2.195 
652.59,22.391 ,11.168 ,2.181 
652.78,22.371 ,11.135 ,2.168 
652.97,22.352 ,11.102 ,2.154 
653.15,22.333 ,11.070 ,2.141 
653.34,22.313 ,11.038 ,2.128 
653.53,22.294 ,11.006 ,2.116 
653.72,22.274 ,10.975 ,2.103 
653.91,22.255 ,10.943 ,2.090 
654.1,22.235 ,10.912 ,2.078 
654.29,22.215 ,10.881 ,2.065 
654.48,22.195 ,10.850 ,2.053 
654.66,22.175 ,10.820 ,2.040 
654.85,22.154 ,10.789 ,2.028 
655.04,22.133 ,10.758 ,2.015 
655.23,22.112 ,10.727 ,2.003 
655.42,22.091 ,10.696 ,1.990 
655.61,22.069 ,10.665 ,1.978 
655.8,22.047 ,10.634 ,1.966 
655.98,22.025 ,10.603 ,1.953 
656.17,22.002 ,10.571 ,1.940 
656.36,21.978 ,10.539 ,1.928 
656.55,21.955 ,10.507 ,1.915 
656.74,21.930 ,10.475 ,1.902 
656.93,21.906 ,10.443 ,1.889 
657.11,21.881 ,10.411 ,1.876 
657.3,21.857 ,10.380 ,1.864 
657.49,21.832 ,10.349 ,1.852 
657.68,21.808 ,10.319 ,1.840 
657.87,21.783 ,10.289 ,1.828 
658.06,21.758 ,10.259 ,1.816 
658.25,21.734 ,10.230 ,1.804 
658.43,21.709 ,10.201 ,1.793 
658.62,21.684 ,10.172 ,1.781 
658.81,21.659 ,10.144 ,1.770 
659,21.633 ,10.115 ,1.759 
659.19,21.608 ,10.087 ,1.747 
659.38,21.583 ,10.059 ,1.736 
659.56,21.557 ,10.031 ,1.725 
659.75,21.531 ,10.003 ,1.714 
659.94,21.505 ,9.975 ,1.703 
660.13,21.479 ,9.947 ,1.692 
660.32,21.452 ,9.919 ,1.681 
660.5,21.425 ,9.891 ,1.670 
660.69,21.398 ,9.863 ,1.659 
660.88,21.371 ,9.835 ,1.648 
661.07,21.344 ,9.806 ,1.637 
661.26,21.316 ,9.778 ,1.625 
661.45,21.288 ,9.749 ,1.614 
661.63,21.259 ,9.719 ,1.602 
661.82,21.230 ,9.690 ,1.591 
662.01,21.201 ,9.660 ,1.579 
662.2,21.171 ,9.629 ,1.567 
662.39,21.142 ,9.598 ,1.555 
662.57,21.111 ,9.567 ,1.543 
662.76,21.079 ,9.535 ,1.531 
662.95,21.045 ,9.501 ,1.519 
663.14,21.010 ,9.467 ,1.507 
663.33,20.974 ,9.432 ,1.494 
663.51,20.937 ,9.396 ,1.482 
663.7,20.899 ,9.360 ,1.470 
663.89,20.859 ,9.323 ,1.458 
664.08,20.820 ,9.286 ,1.445 
664.27,20.779 ,9.248 ,1.433 
664.45,20.738 ,9.210 ,1.420 
664.64,20.696 ,9.172 ,1.408 
664.83,20.654 ,9.134 ,1.396 
665.02,20.612 ,9.096 ,1.383 
665.2,20.570 ,9.057 ,1.371 
665.39,20.527 ,9.019 ,1.359 
665.58,20.485 ,8.981 ,1.346 
665.77,20.443 ,8.944 ,1.334 
665.96,20.401 ,8.906 ,1.322 
666.14,20.360 ,8.869 ,1.309 
666.33,20.319 ,8.833 ,1.297 
666.52,20.279 ,8.797 ,1.285 
666.71,20.239 ,8.762 ,1.273 
666.89,20.201 ,8.728 ,1.260 
667.08,20.163 ,8.694 ,1.248 
667.27,20.127 ,8.662 ,1.236 
667.46,20.091 ,8.630 ,1.224 
667.64,20.057 ,8.600 ,1.212 
667.83,20.025 ,8.571 ,1.200 
668.02,19.993 ,8.543 ,1.188 
668.21,19.960 ,8.513 ,1.176 
668.4,19.925 ,8.483 ,1.164 
668.58,19.888 ,8.451 ,1.152 
668.77,19.850 ,8.419 ,1.140 
668.96,19.809 ,8.385 ,1.128 
669.15,19.767 ,8.350 ,1.116 
669.33,19.725 ,8.315 ,1.103 
669.52,19.681 ,8.279 ,1.091 
669.71,19.636 ,8.243 ,1.079 
669.9,19.591 ,8.207 ,1.066 
670.08,19.545 ,8.170 ,1.054 
670.27,19.500 ,8.134 ,1.042 
670.46,19.454 ,8.097 ,1.029 
670.64,19.408 ,8.061 ,1.017 
670.83,19.364 ,8.026 ,1.004 
671.02,19.319 ,7.991 ,0.992 
671.21,19.276 ,7.956 ,0.980 
671.39,19.233 ,7.923 ,0.967 
671.58,19.192 ,7.891 ,0.955 
671.77,19.153 ,7.859 ,0.943 
671.96,19.115 ,7.829 ,0.931 
672.14,19.079 ,7.801 ,0.919 
672.33,19.045 ,7.774 ,0.907 
672.52,19.013 ,7.749 ,0.895 
672.71,18.984 ,7.725 ,0.884 
672.89,18.958 ,7.704 ,0.872 
673.08,18.934 ,7.685 ,0.861 
673.27,18.914 ,7.668 ,0.849 
673.45,18.897 ,7.653 ,0.838 
673.64,18.883 ,7.641 ,0.827 
673.83,18.870 ,7.629 ,0.816 
674.02,18.856 ,7.616 ,0.805 
674.2,18.842 ,7.603 ,0.793 
674.39,18.827 ,7.588 ,0.782 
674.58,18.811 ,7.573 ,0.770 
674.76,18.795 ,7.557 ,0.758 
674.95,18.779 ,7.542 ,0.746 
675.14,18.763 ,7.526 ,0.734 
675.33,18.748 ,7.510 ,0.722 
675.51,18.732 ,7.494 ,0.710 
675.7,18.718 ,7.479 ,0.698 
675.89,18.704 ,7.465 ,0.685 
676.07,18.691 ,7.451 ,0.673 
676.26,18.679 ,7.439 ,0.661 
676.45,18.669 ,7.427 ,0.649 
676.63,18.660 ,7.416 ,0.638 
676.82,18.653 ,7.408 ,0.626 
677.01,18.647 ,7.400 ,0.614 
677.19,18.644 ,7.395 ,0.603 
677.38,18.642 ,7.391 ,0.591 
677.57,18.643 ,7.390 ,0.580 
677.76,18.647 ,7.390 ,0.569 
677.94,18.653 ,7.394 ,0.559 
678.13,18.662 ,7.399 ,0.548 
678.32,18.674 ,7.408 ,0.538 
678.5,18.690 ,7.420 ,0.528 
678.69,18.708 ,7.434 ,0.519 
678.88,18.731 ,7.452 ,0.509 
679.06,18.757 ,7.474 ,0.501 
679.25,18.786 ,7.498 ,0.491 
679.44,18.818 ,7.521 ,0.478 
679.62,18.853 ,7.545 ,0.464 
679.81,18.890 ,7.570 ,0.447 
680,18.929 ,7.595 ,0.428 
680.18,18.971 ,7.621 ,0.408 
680.37,19.016 ,7.647 ,0.386 
680.56,19.062 ,7.674 ,0.363 
680.74,19.111 ,7.702 ,0.339 
680.93,19.161 ,7.732 ,0.315 
681.12,19.214 ,7.762 ,0.290 
681.3,19.268 ,7.794 ,0.264 
681.49,19.325 ,7.828 ,0.239 
681.68,19.382 ,7.862 ,0.213 
681.86,19.442 ,7.899 ,0.188 
682.05,19.503 ,7.937 ,0.164 
682.23,19.566 ,7.978 ,0.140 
682.42,19.630 ,8.020 ,0.118 
682.61,19.695 ,8.064 ,0.097 
682.79,19.761 ,8.111 ,0.077 
682.98,19.829 ,8.160 ,0.059 
683.17,19.898 ,8.211 ,0.043 
683.35,19.967 ,8.266 ,0.029 
683.54,20.038 ,8.322 ,0.018 
683.73,20.110 ,8.382 ,0.009 
683.91,20.182 ,8.445 ,0.003 
684.1,20.254 ,8.510 ,0.000 
684.29,20.328 ,8.579 ,0.000 
684.47,20.402 ,8.651 ,0.005 
684.66,20.476 ,8.727 ,0.012 
684.84,20.552 ,8.805 ,0.022 
685.03,20.630 ,8.886 ,0.032 
685.22,20.711 ,8.970 ,0.042 
685.4,20.794 ,9.056 ,0.051 
685.59,20.879 ,9.144 ,0.061 
685.78,20.967 ,9.234 ,0.071 
685.96,21.057 ,9.327 ,0.081 
686.15,21.148 ,9.421 ,0.091 
686.33,21.242 ,9.518 ,0.102 
686.52,21.337 ,9.617 ,0.114 
686.71,21.433 ,9.718 ,0.127 
686.89,21.531 ,9.821 ,0.141 
687.08,21.631 ,9.926 ,0.156 
687.26,21.731 ,10.033 ,0.172 
687.45,21.832 ,10.142 ,0.190 
687.64,21.935 ,10.252 ,0.209 
687.82,22.038 ,10.364 ,0.231 
688.01,22.141 ,10.478 ,0.253 
688.19,22.246 ,10.594 ,0.278 
688.38,22.350 ,10.711 ,0.306 
688.57,22.455 ,10.830 ,0.335 
688.75,22.560 ,10.950 ,0.367 
688.94,22.665 ,11.072 ,0.401 
689.12,22.770 ,11.195 ,0.438 
689.31,22.874 ,11.320 ,0.478 
689.5,22.979 ,11.446 ,0.521 
689.68,23.082 ,11.573 ,0.567 
689.87,23.185 ,11.702 ,0.616 
690.05,23.288 ,11.832 ,0.669 
690.24,23.390 ,11.963 ,0.725 
690.43,23.493 ,12.096 ,0.781 
690.61,23.597 ,12.231 ,0.840 
690.8,23.703 ,12.367 ,0.899 
690.98,23.809 ,12.506 ,0.960 
691.17,23.917 ,12.646 ,1.022 
691.35,24.025 ,12.788 ,1.086 
691.54,24.135 ,12.932 ,1.151 
691.73,24.245 ,13.078 ,1.217 
691.91,24.357 ,13.225 ,1.285 
692.1,24.469 ,13.375 ,1.355 
692.28,24.582 ,13.526 ,1.426 
692.47,24.697 ,13.679 ,1.499 
692.65,24.812 ,13.833 ,1.573 
692.84,24.927 ,13.990 ,1.649 
693.03,25.044 ,14.148 ,1.727 
693.21,25.161 ,14.308 ,1.807 
693.4,25.280 ,14.470 ,1.888 
693.58,25.398 ,14.634 ,1.971 
693.77,25.518 ,14.799 ,2.056 
693.95,25.638 ,14.966 ,2.143 
694.14,25.759 ,15.135 ,2.231 
694.32,25.881 ,15.306 ,2.322 
694.51,26.003 ,15.478 ,2.414 
694.7,26.125 ,15.652 ,2.508 
694.88,26.249 ,15.828 ,2.605 
695.07,26.372 ,16.006 ,2.703 
695.25,26.497 ,16.185 ,2.804 
695.44,26.621 ,16.366 ,2.906 
695.62,26.747 ,16.549 ,3.011 
695.81,26.872 ,16.734 ,3.118 
695.99,26.998 ,16.920 ,3.227 
696.18,27.125 ,17.108 ,3.338 
696.36,27.251 ,17.298 ,3.451 
696.55,27.379 ,17.489 ,3.566 
696.73,27.507 ,17.682 ,3.684 
696.92,27.635 ,17.877 ,3.803 
697.11,27.763 ,18.074 ,3.925 
697.29,27.893 ,18.272 ,4.048 
697.48,28.022 ,18.472 ,4.174 
697.66,28.153 ,18.673 ,4.301 
697.85,28.283 ,18.876 ,4.431 
698.03,28.415 ,19.081 ,4.562 
698.22,28.546 ,19.288 ,4.696 
698.4,28.679 ,19.496 ,4.831 
698.59,28.812 ,19.707 ,4.969 
698.77,28.945 ,19.918 ,5.108 
698.96,29.080 ,20.132 ,5.249 
699.14,29.214 ,20.347 ,5.392 
699.33,29.350 ,20.564 ,5.537 
699.51,29.486 ,20.783 ,5.684 
699.7,29.623 ,21.004 ,5.833 
699.88,29.760 ,21.226 ,5.984 
700.07,29.898 ,21.450 ,6.136 
700.25,30.037 ,21.676 ,6.290 
700.44,30.176 ,21.904 ,6.446 
700.62,30.317 ,22.133 ,6.604 
700.81,30.458 ,22.364 ,6.764 
700.99,30.599 ,22.597 ,6.925 